关系ID,关系类型,起始节点ID,结束节点ID,关系属性
975,ADJACENT_TO,59,61,"{""confidence"": 0.6099233186235734}"
976,ADJACENT_TO,59,62,"{""confidence"": 0.5685425709356753}"
977,ADJACENT_TO,66,59,"{""confidence"": 0.646}"
978,ADJACENT_TO,67,59,"{""confidence"": 0.6080000000000001}"
979,ADJACENT_TO,60,62,"{""confidence"": 0.6900239676957151}"
980,ADJACENT_TO,66,60,"{""confidence"": 0.646}"
981,ADJACENT_TO,67,60,"{""confidence"": 0.6080000000000001}"
982,ADJACENT_TO,61,62,"{""confidence"": 0.5846911553992439}"
983,ADJACENT_TO,63,64,"{""confidence"": 0.3159407877058778}"
984,ADJACENT_TO,66,63,"{""confidence"": 0.646}"
985,ADJACENT_TO,67,63,"{""confidence"": 0.4954651773837075}"
986,ADJACENT_TO,64,65,"{""confidence"": 0.711232919303807}"
987,ADJACENT_TO,66,64,"{""confidence"": 0.6041144478252422}"
988,ADJACENT_TO,67,64,"{""confidence"": 0.43172484545334155}"
989,ADJACENT_TO,66,65,"{""confidence"": 0.5920777793825591}"
990,ADJACENT_TO,67,65,"{""confidence"": 0.522265385802902}"
991,CONTAINS,66,67,"{""confidence"": 0.611999999999979}"
992,ADJACENT_TO,68,69,"{""confidence"": 0.48937343074307266}"
993,ADJACENT_TO,68,71,"{""confidence"": 0.711723324249694}"
994,ADJACENT_TO,68,72,"{""confidence"": 0.6715508644984977}"
995,ADJACENT_TO,68,73,"{""confidence"": 0.6164305127468562}"
996,ADJACENT_TO,68,74,"{""confidence"": 0.5304801337442973}"
997,ADJACENT_TO,68,75,"{""confidence"": 0.5230061877440741}"
998,ADJACENT_TO,68,76,"{""confidence"": 0.46695159274240516}"
999,ADJACENT_TO,77,68,"{""confidence"": 0.5885125217062751}"
1000,ADJACENT_TO,78,68,"{""confidence"": 0.37149413807649423}"
1001,ADJACENT_TO,69,70,"{""confidence"": 0.6883672429989985}"
1002,ADJACENT_TO,69,71,"{""confidence"": 0.47068856574251644}"
1003,ADJACENT_TO,69,74,"{""confidence"": 0.6388523507475242}"
1004,ADJACENT_TO,69,75,"{""confidence"": 0.6313784047473013}"
1005,ADJACENT_TO,69,76,"{""confidence"": 0.5753238097456322}"
1006,ADJACENT_TO,77,69,"{""confidence"": 0.646}"
1007,ADJACENT_TO,78,69,"{""confidence"": 0.6080000000000001}"
1008,ADJACENT_TO,70,71,"{""confidence"": 0.7089205944996104}"
1009,ADJACENT_TO,70,72,"{""confidence"": 0.45106945749193206}"
1010,ADJACENT_TO,70,74,"{""confidence"": 0.6790248104987208}"
1011,ADJACENT_TO,70,75,"{""confidence"": 0.6715508644984977}"
1012,ADJACENT_TO,70,76,"{""confidence"": 0.6154962694968286}"
1013,ADJACENT_TO,77,70,"{""confidence"": 0.646}"
1014,ADJACENT_TO,78,70,"{""confidence"": 0.6080000000000001}"
1015,ADJACENT_TO,71,72,"{""confidence"": 0.6977096754992764}"
1016,ADJACENT_TO,71,73,"{""confidence"": 0.45667491699209867}"
1017,ADJACENT_TO,71,75,"{""confidence"": 0.7173287837498609}"
1018,ADJACENT_TO,71,76,"{""confidence"": 0.6612741887481918}"
1019,ADJACENT_TO,77,71,"{""confidence"": 0.646}"
1020,ADJACENT_TO,78,71,"{""confidence"": 0.6080000000000001}"
1021,ADJACENT_TO,72,73,"{""confidence"": 0.7098548377496382}"
1022,ADJACENT_TO,72,74,"{""confidence"": 0.4015545652404576}"
1023,ADJACENT_TO,72,76,"{""confidence"": 0.695841188999221}"
1024,ADJACENT_TO,77,72,"{""confidence"": 0.646}"
1025,ADJACENT_TO,78,72,"{""confidence"": 0.6080000000000001}"
1026,ADJACENT_TO,73,74,"{""confidence"": 0.6612741887481913}"
1027,ADJACENT_TO,73,75,"{""confidence"": 0.4678858359924327}"
1028,ADJACENT_TO,77,73,"{""confidence"": 0.646}"
1029,ADJACENT_TO,78,73,"{""confidence"": 0.6080000000000001}"
1030,ADJACENT_TO,74,75,"{""confidence"": 0.6836960267488593}"
1031,ADJACENT_TO,74,76,"{""confidence"": 0.34923694323889976}"
1032,ADJACENT_TO,77,74,"{""confidence"": 0.646}"
1033,ADJACENT_TO,78,74,"{""confidence"": 0.6080000000000001}"
1034,ADJACENT_TO,75,76,"{""confidence"": 0.7191972702499164}"
1035,ADJACENT_TO,77,75,"{""confidence"": 0.646}"
1036,ADJACENT_TO,78,75,"{""confidence"": 0.6080000000000001}"
1037,ADJACENT_TO,77,76,"{""confidence"": 0.646}"
1038,ADJACENT_TO,78,76,"{""confidence"": 0.5241199827126181}"
1039,CONTAINS,77,78,"{""confidence"": 0.6119999999999776}"
1040,ADJACENT_TO,79,80,"{""confidence"": 0.6657428745999251}"
1041,ADJACENT_TO,81,79,"{""confidence"": 0.646}"
1042,ADJACENT_TO,82,79,"{""confidence"": 0.6080000000000001}"
1043,ADJACENT_TO,81,80,"{""confidence"": 0.646}"
1044,ADJACENT_TO,82,80,"{""confidence"": 0.6080000000000001}"
1045,CONTAINS,81,82,"{""confidence"": 0.6119999999999776}"
1046,ADJACENT_TO,85,86,"{""confidence"": 0.6784916086655217}"
1047,ADJACENT_TO,85,87,"{""confidence"": 0.4808909980214329}"
1048,ADJACENT_TO,88,85,"{""confidence"": 0.646}"
1049,ADJACENT_TO,89,85,"{""confidence"": 0.6080000000000001}"
1050,ADJACENT_TO,88,86,"{""confidence"": 0.646}"
1051,ADJACENT_TO,89,86,"{""confidence"": 0.6080000000000001}"
1052,ADJACENT_TO,88,87,"{""confidence"": 0.646}"
1053,ADJACENT_TO,89,87,"{""confidence"": 0.6080000000000001}"
1054,CONTAINS,88,89,"{""confidence"": 0.6119999999999775}"
1055,ADJACENT_TO,92,93,"{""confidence"": 0.6742486772486775}"
1056,ADJACENT_TO,93,94,"{""confidence"": 0.4683210978835982}"
1057,ADJACENT_TO,95,93,"{""confidence"": 0.646}"
1058,ADJACENT_TO,96,93,"{""confidence"": 0.6080000000000001}"
1059,CONTAINS,95,96,"{""confidence"": 0.6119999999999961}"
1060,ADJACENT_TO,97,99,"{""confidence"": 0.5400443548387096}"
1061,ADJACENT_TO,101,97,"{""confidence"": 0.646}"
1062,ADJACENT_TO,102,97,"{""confidence"": 0.6080000000000001}"
1063,ADJACENT_TO,98,100,"{""confidence"": 0.5719663978494625}"
1064,ADJACENT_TO,101,98,"{""confidence"": 0.646}"
1065,ADJACENT_TO,102,98,"{""confidence"": 0.6080000000000001}"
1066,ADJACENT_TO,99,100,"{""confidence"": 0.6645403225806448}"
1067,ADJACENT_TO,101,99,"{""confidence"": 0.646}"
1068,ADJACENT_TO,102,99,"{""confidence"": 0.6080000000000001}"
1069,ADJACENT_TO,101,100,"{""confidence"": 0.646}"
1070,ADJACENT_TO,102,100,"{""confidence"": 0.6080000000000001}"
1071,CONTAINS,101,102,"{""confidence"": 0.6119999999999913}"
1072,ADJACENT_TO,109,110,"{""confidence"": 0.5480732323232326}"
1073,ADJACENT_TO,111,109,"{""confidence"": 0.646}"
1074,ADJACENT_TO,112,109,"{""confidence"": 0.6080000000000001}"
1075,ADJACENT_TO,111,110,"{""confidence"": 0.646}"
1076,ADJACENT_TO,112,110,"{""confidence"": 0.6080000000000001}"
1077,CONTAINS,111,112,"{""confidence"": 0.6119999999999954}"
1078,ADJACENT_TO,113,114,"{""confidence"": 0.680920736872716}"
1079,ADJACENT_TO,115,113,"{""confidence"": 0.646}"
1080,ADJACENT_TO,116,113,"{""confidence"": 0.6080000000000001}"
1081,ADJACENT_TO,115,114,"{""confidence"": 0.646}"
1082,ADJACENT_TO,116,114,"{""confidence"": 0.6080000000000001}"
1083,CONTAINS,115,116,"{""confidence"": 0.6119999999999823}"
1084,ADJACENT_TO,122,123,"{""confidence"": 0.6865015340241037}"
1085,ADJACENT_TO,124,122,"{""confidence"": 0.646}"
1086,ADJACENT_TO,125,122,"{""confidence"": 0.6080000000000001}"
1087,ADJACENT_TO,124,123,"{""confidence"": 0.646}"
1088,ADJACENT_TO,125,123,"{""confidence"": 0.6080000000000001}"
1089,CONTAINS,124,125,"{""confidence"": 0.6119999999999952}"
1090,ADJACENT_TO,129,126,"{""confidence"": 0.646}"
1091,ADJACENT_TO,130,126,"{""confidence"": 0.6080000000000001}"
1092,ADJACENT_TO,127,128,"{""confidence"": 0.4109880952380951}"
1093,ADJACENT_TO,129,127,"{""confidence"": 0.646}"
1094,ADJACENT_TO,130,127,"{""confidence"": 0.6080000000000001}"
1095,ADJACENT_TO,129,128,"{""confidence"": 0.646}"
1096,ADJACENT_TO,130,128,"{""confidence"": 0.6080000000000001}"
1097,CONTAINS,129,130,"{""confidence"": 0.6119999999999961}"
1098,ADJACENT_TO,132,134,"{""confidence"": 0.6503730158730159}"
1099,ADJACENT_TO,135,132,"{""confidence"": 0.646}"
1100,ADJACENT_TO,136,132,"{""confidence"": 0.6080000000000001}"
1101,ADJACENT_TO,133,134,"{""confidence"": 0.6999609279609278}"
1102,ADJACENT_TO,135,133,"{""confidence"": 0.646}"
1103,ADJACENT_TO,136,133,"{""confidence"": 0.6080000000000001}"
1104,ADJACENT_TO,135,134,"{""confidence"": 0.646}"
1105,ADJACENT_TO,136,134,"{""confidence"": 0.6080000000000001}"
1106,CONTAINS,135,136,"{""confidence"": 0.611999999999985}"
1107,ADJACENT_TO,140,137,"{""confidence"": 0.646}"
1108,ADJACENT_TO,141,137,"{""confidence"": 0.6080000000000001}"
1109,ADJACENT_TO,140,138,"{""confidence"": 0.646}"
1110,ADJACENT_TO,141,138,"{""confidence"": 0.6080000000000001}"
1111,ADJACENT_TO,140,139,"{""confidence"": 0.6115943431225607}"
1112,ADJACENT_TO,141,139,"{""confidence"": 0.43876474690964096}"
1113,CONTAINS,140,141,"{""confidence"": 0.611999999999979}"
1114,ADJACENT_TO,142,143,"{""confidence"": 0.4906452407510694}"
1115,ADJACENT_TO,145,142,"{""confidence"": 0.646}"
1116,ADJACENT_TO,146,142,"{""confidence"": 0.6080000000000001}"
1117,ADJACENT_TO,143,144,"{""confidence"": 0.7053895705521473}"
1118,ADJACENT_TO,145,143,"{""confidence"": 0.646}"
1119,ADJACENT_TO,146,143,"{""confidence"": 0.6080000000000001}"
1120,ADJACENT_TO,145,144,"{""confidence"": 0.646}"
1121,ADJACENT_TO,146,144,"{""confidence"": 0.6080000000000001}"
1122,CONTAINS,145,146,"{""confidence"": 0.611999999999995}"
1123,ADJACENT_TO,149,147,"{""confidence"": 0.646}"
1124,ADJACENT_TO,150,147,"{""confidence"": 0.6080000000000001}"
1125,ADJACENT_TO,149,148,"{""confidence"": 0.646}"
1126,ADJACENT_TO,150,148,"{""confidence"": 0.6080000000000001}"
1127,CONTAINS,149,150,"{""confidence"": 0.6119999999999775}"
1128,ADJACENT_TO,151,152,"{""confidence"": 0.5332290940986953}"
1129,ADJACENT_TO,153,151,"{""confidence"": 0.646}"
1130,ADJACENT_TO,154,151,"{""confidence"": 0.6080000000000001}"
1131,ADJACENT_TO,153,152,"{""confidence"": 0.646}"
1132,ADJACENT_TO,154,152,"{""confidence"": 0.6080000000000001}"
1133,CONTAINS,153,154,"{""confidence"": 0.6119999999999776}"
1134,ADJACENT_TO,157,155,"{""confidence"": 0.646}"
1135,ADJACENT_TO,158,155,"{""confidence"": 0.6080000000000001}"
1136,ADJACENT_TO,157,156,"{""confidence"": 0.646}"
1137,ADJACENT_TO,158,156,"{""confidence"": 0.5852983257057895}"
1138,CONTAINS,157,158,"{""confidence"": 0.6119999999999776}"
1139,ADJACENT_TO,161,159,"{""confidence"": 0.646}"
1140,ADJACENT_TO,162,159,"{""confidence"": 0.5710269725054746}"
1141,ADJACENT_TO,161,160,"{""confidence"": 0.646}"
1142,ADJACENT_TO,162,160,"{""confidence"": 0.6080000000000001}"
1143,CONTAINS,161,162,"{""confidence"": 0.6119999999999776}"
1144,ADJACENT_TO,164,165,"{""confidence"": 0.38462801654537837}"
1145,ADJACENT_TO,164,168,"{""confidence"": 0.588129795843715}"
1146,ADJACENT_TO,169,164,"{""confidence"": 0.646}"
1147,ADJACENT_TO,170,164,"{""confidence"": 0.6080000000000001}"
1148,ADJACENT_TO,165,168,"{""confidence"": 0.6579997332455596}"
1149,ADJACENT_TO,169,165,"{""confidence"": 0.646}"
1150,ADJACENT_TO,170,165,"{""confidence"": 0.6080000000000001}"
1151,ADJACENT_TO,166,167,"{""confidence"": 0.716959676837755}"
1152,ADJACENT_TO,166,168,"{""confidence"": 0.5088789469858265}"
1153,ADJACENT_TO,169,166,"{""confidence"": 0.4614389404708776}"
1154,ADJACENT_TO,169,167,"{""confidence"": 0.646}"
1155,ADJACENT_TO,170,167,"{""confidence"": 0.6080000000000001}"
1156,CONTAINS,169,170,"{""confidence"": 0.611999999999979}"
1157,ADJACENT_TO,171,172,"{""confidence"": 0.3550815647186395}"
1158,ADJACENT_TO,171,173,"{""confidence"": 0.6342911353799419}"
1159,ADJACENT_TO,171,174,"{""confidence"": 0.4813826230585334}"
1160,ADJACENT_TO,175,171,"{""confidence"": 0.646}"
1161,ADJACENT_TO,176,171,"{""confidence"": 0.5850797419056801}"
1162,ADJACENT_TO,172,173,"{""confidence"": 0.6644804317950965}"
1163,ADJACENT_TO,172,174,"{""confidence"": 0.6515165090653566}"
1164,ADJACENT_TO,175,172,"{""confidence"": 0.646}"
1165,ADJACENT_TO,176,172,"{""confidence"": 0.6080000000000001}"
1166,ADJACENT_TO,173,174,"{""confidence"": 0.35146182690979516}"
1167,ADJACENT_TO,175,173,"{""confidence"": 0.646}"
1168,ADJACENT_TO,176,173,"{""confidence"": 0.6080000000000001}"
1169,ADJACENT_TO,175,174,"{""confidence"": 0.646}"
1170,ADJACENT_TO,176,174,"{""confidence"": 0.6080000000000001}"
1171,CONTAINS,175,176,"{""confidence"": 0.6119999999999775}"
1172,ADJACENT_TO,179,181,"{""confidence"": 0.5949693054235736}"
1173,ADJACENT_TO,182,180,"{""confidence"": 0.646}"
1174,ADJACENT_TO,183,180,"{""confidence"": 0.6080000000000001}"
1175,CONTAINS,182,183,"{""confidence"": 0.6119999999999961}"
1176,ADJACENT_TO,185,186,"{""confidence"": 0.7003386136712751}"
1177,ADJACENT_TO,190,185,"{""confidence"": 0.646}"
1178,ADJACENT_TO,191,185,"{""confidence"": 0.6080000000000001}"
1179,ADJACENT_TO,190,186,"{""confidence"": 0.646}"
1180,ADJACENT_TO,191,186,"{""confidence"": 0.6080000000000001}"
1181,ADJACENT_TO,187,188,"{""confidence"": 0.6873417818740396}"
1182,ADJACENT_TO,190,187,"{""confidence"": 0.646}"
1183,ADJACENT_TO,191,187,"{""confidence"": 0.49624357341341735}"
1184,ADJACENT_TO,190,188,"{""confidence"": 0.646}"
1185,ADJACENT_TO,191,188,"{""confidence"": 0.6080000000000001}"
1186,CONTAINS,190,191,"{""confidence"": 0.6119999999999961}"
1187,ADJACENT_TO,192,195,"{""confidence"": 0.722}"
1188,ADJACENT_TO,196,192,"{""confidence"": 0.646}"
1189,ADJACENT_TO,197,192,"{""confidence"": 0.6080000000000001}"
1190,ADJACENT_TO,193,194,"{""confidence"": 0.3960972222222222}"
1191,ADJACENT_TO,193,195,"{""confidence"": 0.5035376984126984}"
1192,ADJACENT_TO,196,193,"{""confidence"": 0.646}"
1193,ADJACENT_TO,197,193,"{""confidence"": 0.6080000000000001}"
1194,ADJACENT_TO,196,194,"{""confidence"": 0.646}"
1195,ADJACENT_TO,197,194,"{""confidence"": 0.6080000000000001}"
1196,ADJACENT_TO,196,195,"{""confidence"": 0.646}"
1197,ADJACENT_TO,197,195,"{""confidence"": 0.6080000000000001}"
1198,CONTAINS,196,197,"{""confidence"": 0.6119999999999961}"
1199,ADJACENT_TO,198,199,"{""confidence"": 0.6749568536454129}"
1200,ADJACENT_TO,207,199,"{""confidence"": 0.4071876122744746}"
1201,ADJACENT_TO,200,201,"{""confidence"": 0.6541776824663661}"
1202,ADJACENT_TO,207,200,"{""confidence"": 0.646}"
1203,ADJACENT_TO,208,200,"{""confidence"": 0.6080000000000001}"
1204,ADJACENT_TO,207,201,"{""confidence"": 0.646}"
1205,ADJACENT_TO,208,201,"{""confidence"": 0.6080000000000001}"
1206,ADJACENT_TO,202,203,"{""confidence"": 0.7037897497982241}"
1207,ADJACENT_TO,202,204,"{""confidence"": 0.7189649582997041}"
1208,ADJACENT_TO,202,205,"{""confidence"": 0.6916495829970404}"
1209,ADJACENT_TO,202,206,"{""confidence"": 0.7144123957492602}"
1210,ADJACENT_TO,207,202,"{""confidence"": 0.576128839164858}"
1211,ADJACENT_TO,208,202,"{""confidence"": 0.4054389074492784}"
1212,ADJACENT_TO,203,204,"{""confidence"": 0.722}"
1213,ADJACENT_TO,203,205,"{""confidence"": 0.6962021455474844}"
1214,ADJACENT_TO,207,203,"{""confidence"": 0.646}"
1215,ADJACENT_TO,208,203,"{""confidence"": 0.6080000000000001}"
1216,ADJACENT_TO,204,205,"{""confidence"": 0.536862456281948}"
1217,ADJACENT_TO,207,204,"{""confidence"": 0.646}"
1218,ADJACENT_TO,208,204,"{""confidence"": 0.6080000000000001}"
1219,ADJACENT_TO,205,206,"{""confidence"": 0.4018031006187783}"
1220,ADJACENT_TO,207,205,"{""confidence"": 0.646}"
1221,ADJACENT_TO,208,205,"{""confidence"": 0.6080000000000001}"
1222,ADJACENT_TO,207,206,"{""confidence"": 0.646}"
1223,ADJACENT_TO,208,206,"{""confidence"": 0.6080000000000001}"
1224,CONTAINS,207,208,"{""confidence"": 0.6119999999999962}"
1225,ADJACENT_TO,209,213,"{""confidence"": 0.6368196966738269}"
1226,ADJACENT_TO,209,215,"{""confidence"": 0.3372200091128038}"
1227,ADJACENT_TO,209,218,"{""confidence"": 0.4568390974218106}"
1228,ADJACENT_TO,219,209,"{""confidence"": 0.646}"
1229,ADJACENT_TO,220,209,"{""confidence"": 0.5999356739171561}"
1230,ADJACENT_TO,210,211,"{""confidence"": 0.5839491635748227}"
1231,ADJACENT_TO,210,212,"{""confidence"": 0.5369531341534854}"
1232,ADJACENT_TO,210,214,"{""confidence"": 0.6485687040291609}"
1233,ADJACENT_TO,210,215,"{""confidence"": 0.4870198528933149}"
1234,ADJACENT_TO,210,218,"{""confidence"": 0.680070237173161}"
1235,ADJACENT_TO,219,210,"{""confidence"": 0.646}"
1236,ADJACENT_TO,220,210,"{""confidence"": 0.6080000000000001}"
1237,ADJACENT_TO,211,212,"{""confidence"": 0.6691294669009961}"
1238,ADJACENT_TO,211,213,"{""confidence"": 0.43414931979431054}"
1239,ADJACENT_TO,219,211,"{""confidence"": 0.646}"
1240,ADJACENT_TO,220,211,"{""confidence"": 0.6080000000000001}"
1241,ADJACENT_TO,212,213,"{""confidence"": 0.5046433639263166}"
1242,ADJACENT_TO,219,212,"{""confidence"": 0.6394517025783641}"
1243,ADJACENT_TO,220,212,"{""confidence"": 0.49925693169372765}"
1244,ADJACENT_TO,213,216,"{""confidence"": 0.3577807719846385}"
1245,ADJACENT_TO,219,213,"{""confidence"": 0.646}"
1246,ADJACENT_TO,220,213,"{""confidence"": 0.6080000000000001}"
1247,ADJACENT_TO,214,218,"{""confidence"": 0.6536349706236588}"
1248,ADJACENT_TO,219,214,"{""confidence"": 0.646}"
1249,ADJACENT_TO,220,214,"{""confidence"": 0.6080000000000001}"
1250,ADJACENT_TO,219,215,"{""confidence"": 0.646}"
1251,ADJACENT_TO,220,215,"{""confidence"": 0.5858285648382957}"
1252,ADJACENT_TO,216,217,"{""confidence"": 0.3401572609516369}"
1253,ADJACENT_TO,219,216,"{""confidence"": 0.646}"
1254,ADJACENT_TO,220,216,"{""confidence"": 0.6080000000000001}"
1255,ADJACENT_TO,217,218,"{""confidence"": 0.5420194007479838}"
1256,ADJACENT_TO,219,217,"{""confidence"": 0.646}"
1257,ADJACENT_TO,220,217,"{""confidence"": 0.6080000000000001}"
1258,ADJACENT_TO,219,218,"{""confidence"": 0.646}"
1259,ADJACENT_TO,220,218,"{""confidence"": 0.5484846665941484}"
1260,CONTAINS,219,220,"{""confidence"": 0.6119999999999846}"
1261,ADJACENT_TO,221,222,"{""confidence"": 0.48622784391534374}"
1262,ADJACENT_TO,225,221,"{""confidence"": 0.646}"
1263,ADJACENT_TO,226,221,"{""confidence"": 0.4592269841269837}"
1264,ADJACENT_TO,225,222,"{""confidence"": 0.646}"
1265,ADJACENT_TO,226,222,"{""confidence"": 0.6080000000000001}"
1266,ADJACENT_TO,225,223,"{""confidence"": 0.646}"
1267,ADJACENT_TO,226,223,"{""confidence"": 0.6080000000000001}"
1268,ADJACENT_TO,225,224,"{""confidence"": 0.37731398809523836}"
1269,CONTAINS,225,226,"{""confidence"": 0.6119999999999961}"
1270,ADJACENT_TO,228,229,"{""confidence"": 0.6998037218282513}"
1271,ADJACENT_TO,230,228,"{""confidence"": 0.646}"
1272,ADJACENT_TO,231,228,"{""confidence"": 0.6080000000000001}"
1273,ADJACENT_TO,230,229,"{""confidence"": 0.646}"
1274,ADJACENT_TO,231,229,"{""confidence"": 0.6080000000000001}"
1275,CONTAINS,230,231,"{""confidence"": 0.611999999999979}"
1276,ADJACENT_TO,232,233,"{""confidence"": 0.658408530696293}"
1277,ADJACENT_TO,232,235,"{""confidence"": 0.3954181183658451}"
1278,ADJACENT_TO,232,237,"{""confidence"": 0.6258099170537739}"
1279,ADJACENT_TO,239,232,"{""confidence"": 0.646}"
1280,ADJACENT_TO,240,232,"{""confidence"": 0.6080000000000001}"
1281,ADJACENT_TO,233,234,"{""confidence"": 0.5632447905887621}"
1282,ADJACENT_TO,233,235,"{""confidence"": 0.692196324488549}"
1283,ADJACENT_TO,233,236,"{""confidence"": 0.40565951349070983}"
1284,ADJACENT_TO,233,238,"{""confidence"": 0.40823232306553797}"
1285,ADJACENT_TO,239,233,"{""confidence"": 0.646}"
1286,ADJACENT_TO,240,233,"{""confidence"": 0.6080000000000001}"
1287,ADJACENT_TO,234,235,"{""confidence"": 0.5811269958956325}"
1288,ADJACENT_TO,234,236,"{""confidence"": 0.586915212526555}"
1289,ADJACENT_TO,234,237,"{""confidence"": 0.5449255512867056}"
1290,ADJACENT_TO,234,238,"{""confidence"": 0.6402412315600722}"
1291,ADJACENT_TO,239,234,"{""confidence"": 0.646}"
1292,ADJACENT_TO,240,234,"{""confidence"": 0.6080000000000001}"
1293,ADJACENT_TO,235,236,"{""confidence"": 0.42354171879758024}"
1294,ADJACENT_TO,235,238,"{""confidence"": 0.6824261377708865}"
1295,ADJACENT_TO,239,235,"{""confidence"": 0.646}"
1296,ADJACENT_TO,240,235,"{""confidence"": 0.6080000000000001}"
1297,ADJACENT_TO,236,238,"{""confidence"": 0.6367444326923372}"
1298,ADJACENT_TO,239,236,"{""confidence"": 0.646}"
1299,ADJACENT_TO,240,236,"{""confidence"": 0.6080000000000001}"
1300,ADJACENT_TO,237,238,"{""confidence"": 0.46534821197547444}"
1301,ADJACENT_TO,239,237,"{""confidence"": 0.646}"
1302,ADJACENT_TO,240,237,"{""confidence"": 0.6080000000000001}"
1303,ADJACENT_TO,239,238,"{""confidence"": 0.646}"
1304,ADJACENT_TO,240,238,"{""confidence"": 0.6080000000000001}"
1305,CONTAINS,239,240,"{""confidence"": 0.611999999999979}"
1306,ADJACENT_TO,241,242,"{""confidence"": 0.7054724617333311}"
1307,ADJACENT_TO,244,241,"{""confidence"": 0.646}"
1308,ADJACENT_TO,245,241,"{""confidence"": 0.6080000000000001}"
1309,ADJACENT_TO,242,243,"{""confidence"": 0.6448714880888797}"
1310,ADJACENT_TO,244,242,"{""confidence"": 0.646}"
1311,ADJACENT_TO,245,242,"{""confidence"": 0.6080000000000001}"
1312,ADJACENT_TO,244,243,"{""confidence"": 0.646}"
1313,ADJACENT_TO,245,243,"{""confidence"": 0.6080000000000001}"
1314,CONTAINS,244,245,"{""confidence"": 0.6119999999999788}"
1315,ADJACENT_TO,249,246,"{""confidence"": 0.3143252293885209}"
1316,ADJACENT_TO,249,247,"{""confidence"": 0.646}"
1317,ADJACENT_TO,250,247,"{""confidence"": 0.6080000000000001}"
1318,ADJACENT_TO,249,248,"{""confidence"": 0.5124009610876697}"
1319,CONTAINS,249,250,"{""confidence"": 0.6119999999999961}"
1320,ADJACENT_TO,251,254,"{""confidence"": 0.6712642195767193}"
1321,ADJACENT_TO,255,251,"{""confidence"": 0.646}"
1322,ADJACENT_TO,256,251,"{""confidence"": 0.5672957671957665}"
1323,ADJACENT_TO,252,253,"{""confidence"": 0.43250760582010617}"
1324,ADJACENT_TO,255,252,"{""confidence"": 0.646}"
1325,ADJACENT_TO,256,252,"{""confidence"": 0.6080000000000001}"
1326,ADJACENT_TO,255,253,"{""confidence"": 0.646}"
1327,ADJACENT_TO,256,253,"{""confidence"": 0.6080000000000001}"
1328,ADJACENT_TO,255,254,"{""confidence"": 0.6176413690476186}"
1329,ADJACENT_TO,256,254,"{""confidence"": 0.3989095238095233}"
1330,CONTAINS,255,256,"{""confidence"": 0.6119999999999961}"
1331,ADJACENT_TO,259,257,"{""confidence"": 0.646}"
1332,ADJACENT_TO,260,257,"{""confidence"": 0.6080000000000001}"
1333,ADJACENT_TO,259,258,"{""confidence"": 0.646}"
1334,ADJACENT_TO,260,258,"{""confidence"": 0.6080000000000001}"
1335,CONTAINS,259,260,"{""confidence"": 0.6119999999999961}"
1336,ADJACENT_TO,266,261,"{""confidence"": 0.646}"
1337,ADJACENT_TO,267,261,"{""confidence"": 0.6080000000000001}"
1338,ADJACENT_TO,262,263,"{""confidence"": 0.6647955939288045}"
1339,ADJACENT_TO,262,264,"{""confidence"": 0.373876900559351}"
1340,ADJACENT_TO,262,265,"{""confidence"": 0.5617329478862578}"
1341,ADJACENT_TO,266,262,"{""confidence"": 0.646}"
1342,ADJACENT_TO,267,262,"{""confidence"": 0.6080000000000001}"
1343,ADJACENT_TO,263,264,"{""confidence"": 0.6776590311208212}"
1344,ADJACENT_TO,263,265,"{""confidence"": 0.6809547512493633}"
1345,ADJACENT_TO,264,265,"{""confidence"": 0.6330155565293598}"
1346,ADJACENT_TO,266,264,"{""confidence"": 0.646}"
1347,ADJACENT_TO,267,264,"{""confidence"": 0.607006217577638}"
1348,ADJACENT_TO,266,265,"{""confidence"": 0.646}"
1349,ADJACENT_TO,267,265,"{""confidence"": 0.6080000000000001}"
1350,CONTAINS,266,267,"{""confidence"": 0.6119999999999961}"
1351,ADJACENT_TO,268,269,"{""confidence"": 0.6898187933060496}"
1352,ADJACENT_TO,271,268,"{""confidence"": 0.646}"
1353,ADJACENT_TO,272,268,"{""confidence"": 0.4883016118710273}"
1354,ADJACENT_TO,271,269,"{""confidence"": 0.646}"
1355,ADJACENT_TO,272,269,"{""confidence"": 0.6080000000000001}"
1356,ADJACENT_TO,271,270,"{""confidence"": 0.3992655248952095}"
1357,CONTAINS,271,272,"{""confidence"": 0.6119999999999775}"
1358,ADJACENT_TO,280,281,"{""confidence"": 0.722}"
1359,ADJACENT_TO,280,282,"{""confidence"": 0.6793176638176638}"
1360,ADJACENT_TO,280,283,"{""confidence"": 0.6803549239161639}"
1361,ADJACENT_TO,284,280,"{""confidence"": 0.646}"
1362,ADJACENT_TO,285,280,"{""confidence"": 0.6080000000000001}"
1363,ADJACENT_TO,281,282,"{""confidence"": 0.722}"
1364,ADJACENT_TO,281,283,"{""confidence"": 0.6909524045038409}"
1365,ADJACENT_TO,284,281,"{""confidence"": 0.646}"
1366,ADJACENT_TO,285,281,"{""confidence"": 0.6080000000000001}"
1367,ADJACENT_TO,284,282,"{""confidence"": 0.646}"
1368,ADJACENT_TO,285,282,"{""confidence"": 0.6080000000000001}"
1369,ADJACENT_TO,284,283,"{""confidence"": 0.646}"
1370,ADJACENT_TO,285,283,"{""confidence"": 0.6080000000000001}"
