关系ID,关系类型,起始节点ID,结束节点ID,关系属性
408,ADJACENT_TO,239,236,"{""confidence"": 0.646}"
409,ADJACENT_TO,240,236,"{""confidence"": 0.6080000000000001}"
410,ADJACENT_TO,237,238,"{""confidence"": 0.46534821197547444}"
411,ADJACENT_TO,239,237,"{""confidence"": 0.646}"
412,ADJACENT_TO,240,237,"{""confidence"": 0.6080000000000001}"
413,ADJACENT_TO,239,238,"{""confidence"": 0.646}"
414,ADJACENT_TO,240,238,"{""confidence"": 0.6080000000000001}"
415,CONTAINS,239,240,"{""confidence"": 0.611999999999979}"
416,ADJACENT_TO,241,242,"{""confidence"": 0.7054724617333311}"
417,ADJACENT_TO,244,241,"{""confidence"": 0.646}"
418,ADJACENT_TO,245,241,"{""confidence"": 0.6080000000000001}"
419,ADJACENT_TO,242,243,"{""confidence"": 0.6448714880888797}"
420,ADJACENT_TO,244,242,"{""confidence"": 0.646}"
421,ADJACENT_TO,245,242,"{""confidence"": 0.6080000000000001}"
422,ADJACENT_TO,244,243,"{""confidence"": 0.646}"
423,ADJACENT_TO,245,243,"{""confidence"": 0.6080000000000001}"
424,CONTAINS,244,245,"{""confidence"": 0.6119999999999788}"
425,ADJACENT_TO,249,246,"{""confidence"": 0.3143252293885209}"
426,ADJACENT_TO,249,247,"{""confidence"": 0.646}"
427,ADJACENT_TO,250,247,"{""confidence"": 0.6080000000000001}"
428,ADJACENT_TO,249,248,"{""confidence"": 0.5124009610876697}"
429,CONTAINS,249,250,"{""confidence"": 0.6119999999999961}"
430,ADJACENT_TO,251,254,"{""confidence"": 0.6712642195767193}"
431,ADJACENT_TO,255,251,"{""confidence"": 0.646}"
432,ADJACENT_TO,256,251,"{""confidence"": 0.5672957671957665}"
433,ADJACENT_TO,252,253,"{""confidence"": 0.43250760582010617}"
434,ADJACENT_TO,255,252,"{""confidence"": 0.646}"
435,ADJACENT_TO,256,252,"{""confidence"": 0.6080000000000001}"
436,ADJACENT_TO,255,253,"{""confidence"": 0.646}"
437,ADJACENT_TO,256,253,"{""confidence"": 0.6080000000000001}"
438,ADJACENT_TO,255,254,"{""confidence"": 0.6176413690476186}"
439,ADJACENT_TO,256,254,"{""confidence"": 0.3989095238095233}"
440,CONTAINS,255,256,"{""confidence"": 0.6119999999999961}"
441,ADJACENT_TO,259,257,"{""confidence"": 0.646}"
442,ADJACENT_TO,260,257,"{""confidence"": 0.6080000000000001}"
443,ADJACENT_TO,259,258,"{""confidence"": 0.646}"
444,ADJACENT_TO,260,258,"{""confidence"": 0.6080000000000001}"
445,CONTAINS,259,260,"{""confidence"": 0.6119999999999961}"
446,ADJACENT_TO,266,261,"{""confidence"": 0.646}"
447,ADJACENT_TO,267,261,"{""confidence"": 0.6080000000000001}"
448,ADJACENT_TO,262,263,"{""confidence"": 0.6647955939288045}"
449,ADJACENT_TO,262,264,"{""confidence"": 0.373876900559351}"
450,ADJACENT_TO,262,265,"{""confidence"": 0.5617329478862578}"
451,ADJACENT_TO,266,262,"{""confidence"": 0.646}"
452,ADJACENT_TO,267,262,"{""confidence"": 0.6080000000000001}"
453,ADJACENT_TO,263,264,"{""confidence"": 0.6776590311208212}"
454,ADJACENT_TO,263,265,"{""confidence"": 0.6809547512493633}"
455,ADJACENT_TO,264,265,"{""confidence"": 0.6330155565293598}"
456,ADJACENT_TO,266,264,"{""confidence"": 0.646}"
457,ADJACENT_TO,267,264,"{""confidence"": 0.607006217577638}"
458,ADJACENT_TO,266,265,"{""confidence"": 0.646}"
459,ADJACENT_TO,267,265,"{""confidence"": 0.6080000000000001}"
460,CONTAINS,266,267,"{""confidence"": 0.6119999999999961}"
461,ADJACENT_TO,268,269,"{""confidence"": 0.6898187933060496}"
462,ADJACENT_TO,271,268,"{""confidence"": 0.646}"
463,ADJACENT_TO,272,268,"{""confidence"": 0.4883016118710273}"
464,ADJACENT_TO,271,269,"{""confidence"": 0.646}"
465,ADJACENT_TO,272,269,"{""confidence"": 0.6080000000000001}"
466,ADJACENT_TO,271,270,"{""confidence"": 0.3992655248952095}"
467,CONTAINS,271,272,"{""confidence"": 0.6119999999999775}"
468,ADJACENT_TO,280,281,"{""confidence"": 0.722}"
469,ADJACENT_TO,280,282,"{""confidence"": 0.6793176638176638}"
470,ADJACENT_TO,280,283,"{""confidence"": 0.6803549239161639}"
471,ADJACENT_TO,284,280,"{""confidence"": 0.646}"
472,ADJACENT_TO,285,280,"{""confidence"": 0.6080000000000001}"
473,ADJACENT_TO,281,282,"{""confidence"": 0.722}"
474,ADJACENT_TO,281,283,"{""confidence"": 0.6909524045038409}"
475,ADJACENT_TO,284,281,"{""confidence"": 0.646}"
476,ADJACENT_TO,285,281,"{""confidence"": 0.6080000000000001}"
477,ADJACENT_TO,284,282,"{""confidence"": 0.646}"
478,ADJACENT_TO,285,282,"{""confidence"": 0.6080000000000001}"
479,ADJACENT_TO,284,283,"{""confidence"": 0.646}"
480,ADJACENT_TO,285,283,"{""confidence"": 0.6080000000000001}"
481,CONTAINS,284,285,"{""confidence"": 0.6119999999999942}"
482,ADJACENT_TO,286,287,"{""confidence"": 0.7085218040621264}"
483,ADJACENT_TO,286,288,"{""confidence"": 0.6838117781760253}"
484,ADJACENT_TO,289,286,"{""confidence"": 0.646}"
485,ADJACENT_TO,290,286,"{""confidence"": 0.6080000000000001}"
486,ADJACENT_TO,289,287,"{""confidence"": 0.646}"
487,ADJACENT_TO,290,287,"{""confidence"": 0.6080000000000001}"
488,ADJACENT_TO,289,288,"{""confidence"": 0.40291655880791183}"
489,CONTAINS,289,290,"{""confidence"": 0.6119999999999978}"
490,ADJACENT_TO,293,294,"{""confidence"": 0.7166432811016145}"
491,ADJACENT_TO,295,293,"{""confidence"": 0.646}"
492,ADJACENT_TO,296,293,"{""confidence"": 0.6080000000000001}"
493,ADJACENT_TO,295,294,"{""confidence"": 0.646}"
494,ADJACENT_TO,296,294,"{""confidence"": 0.6080000000000001}"
495,CONTAINS,295,296,"{""confidence"": 0.6119999999999978}"
496,ADJACENT_TO,302,299,"{""confidence"": 0.646}"
497,ADJACENT_TO,303,299,"{""confidence"": 0.6080000000000001}"
498,ADJACENT_TO,302,300,"{""confidence"": 0.646}"
499,ADJACENT_TO,303,300,"{""confidence"": 0.6080000000000001}"
500,ADJACENT_TO,302,301,"{""confidence"": 0.646}"
501,ADJACENT_TO,303,301,"{""confidence"": 0.6080000000000001}"
502,CONTAINS,302,303,"{""confidence"": 0.6119999999999962}"
503,ADJACENT_TO,304,305,"{""confidence"": 0.46842337424201896}"
504,ADJACENT_TO,304,306,"{""confidence"": 0.4272051634675404}"
505,ADJACENT_TO,307,304,"{""confidence"": 0.646}"
506,ADJACENT_TO,308,304,"{""confidence"": 0.6080000000000001}"
507,ADJACENT_TO,307,305,"{""confidence"": 0.646}"
508,ADJACENT_TO,308,305,"{""confidence"": 0.6080000000000001}"
509,ADJACENT_TO,307,306,"{""confidence"": 0.646}"
510,ADJACENT_TO,308,306,"{""confidence"": 0.6080000000000001}"
511,CONTAINS,307,308,"{""confidence"": 0.6119999999999962}"
512,ADJACENT_TO,311,309,"{""confidence"": 0.4459425241157557}"
513,ADJACENT_TO,311,310,"{""confidence"": 0.40255203840221654}"
514,CONTAINS,311,312,"{""confidence"": 0.611999999999898}"
515,ADJACENT_TO,315,313,"{""confidence"": 0.646}"
516,ADJACENT_TO,316,313,"{""confidence"": 0.44603253968253925}"
517,ADJACENT_TO,315,314,"{""confidence"": 0.646}"
518,ADJACENT_TO,316,314,"{""confidence"": 0.560384391534392}"
519,CONTAINS,315,316,"{""confidence"": 0.6119999999999961}"
520,ADJACENT_TO,323,324,"{""confidence"": 0.722}"
521,ADJACENT_TO,325,323,"{""confidence"": 0.646}"
522,ADJACENT_TO,326,323,"{""confidence"": 0.6080000000000001}"
523,ADJACENT_TO,325,324,"{""confidence"": 0.646}"
524,ADJACENT_TO,326,324,"{""confidence"": 0.6080000000000001}"
525,CONTAINS,325,326,"{""confidence"": 0.611999999999898}"
526,ADJACENT_TO,330,328,"{""confidence"": 0.646}"
527,ADJACENT_TO,331,328,"{""confidence"": 0.6080000000000001}"
528,ADJACENT_TO,330,329,"{""confidence"": 0.646}"
529,ADJACENT_TO,331,329,"{""confidence"": 0.6080000000000001}"
530,CONTAINS,330,331,"{""confidence"": 0.6119999999999044}"
531,ADJACENT_TO,332,333,"{""confidence"": 0.722}"
532,ADJACENT_TO,332,334,"{""confidence"": 0.3016972516820905}"
533,ADJACENT_TO,332,335,"{""confidence"": 0.6664967616704782}"
534,ADJACENT_TO,337,332,"{""confidence"": 0.646}"
535,ADJACENT_TO,338,332,"{""confidence"": 0.6080000000000001}"
536,ADJACENT_TO,333,334,"{""confidence"": 0.6659372532195763}"
537,ADJACENT_TO,333,335,"{""confidence"": 0.6873104760440493}"
538,ADJACENT_TO,333,336,"{""confidence"": 0.3840044176209132}"
539,ADJACENT_TO,337,333,"{""confidence"": 0.646}"
540,ADJACENT_TO,338,333,"{""confidence"": 0.6080000000000001}"
541,ADJACENT_TO,334,335,"{""confidence"": 0.722}"
542,ADJACENT_TO,337,334,"{""confidence"": 0.646}"
543,ADJACENT_TO,338,334,"{""confidence"": 0.6080000000000001}"
544,ADJACENT_TO,335,336,"{""confidence"": 0.5220292810091894}"
545,ADJACENT_TO,337,335,"{""confidence"": 0.646}"
546,ADJACENT_TO,338,335,"{""confidence"": 0.6080000000000001}"
547,ADJACENT_TO,337,336,"{""confidence"": 0.646}"
548,ADJACENT_TO,338,336,"{""confidence"": 0.6080000000000001}"
549,CONTAINS,337,338,"{""confidence"": 0.6119999999999776}"
550,ADJACENT_TO,340,341,"{""confidence"": 0.722}"
551,ADJACENT_TO,342,340,"{""confidence"": 0.646}"
552,ADJACENT_TO,343,340,"{""confidence"": 0.6080000000000001}"
553,ADJACENT_TO,342,341,"{""confidence"": 0.646}"
554,ADJACENT_TO,343,341,"{""confidence"": 0.6080000000000001}"
555,CONTAINS,342,343,"{""confidence"": 0.6119999999999776}"
556,ADJACENT_TO,347,345,"{""confidence"": 0.646}"
557,ADJACENT_TO,348,345,"{""confidence"": 0.6080000000000001}"
558,ADJACENT_TO,347,346,"{""confidence"": 0.646}"
559,ADJACENT_TO,348,346,"{""confidence"": 0.6080000000000001}"
560,CONTAINS,347,348,"{""confidence"": 0.6119999999999044}"
561,ADJACENT_TO,351,349,"{""confidence"": 0.646}"
562,ADJACENT_TO,352,349,"{""confidence"": 0.6080000000000001}"
563,ADJACENT_TO,351,350,"{""confidence"": 0.646}"
564,ADJACENT_TO,352,350,"{""confidence"": 0.6080000000000001}"
565,CONTAINS,351,352,"{""confidence"": 0.6119999999999044}"
566,CONTAINS,355,356,"{""confidence"": 0.6119999999999776}"
567,ADJACENT_TO,360,358,"{""confidence"": 0.646}"
568,ADJACENT_TO,361,358,"{""confidence"": 0.6080000000000001}"
569,ADJACENT_TO,360,359,"{""confidence"": 0.646}"
570,ADJACENT_TO,361,359,"{""confidence"": 0.6080000000000001}"
571,CONTAINS,360,361,"{""confidence"": 0.611999999999993}"
572,ADJACENT_TO,362,367,"{""confidence"": 0.47130555555555576}"
573,ADJACENT_TO,362,368,"{""confidence"": 0.38833313641510403}"
574,ADJACENT_TO,362,370,"{""confidence"": 0.7107135361444147}"
575,ADJACENT_TO,362,372,"{""confidence"": 0.722}"
576,ADJACENT_TO,362,373,"{""confidence"": 0.722}"
577,ADJACENT_TO,362,376,"{""confidence"": 0.5185676229508197}"
578,ADJACENT_TO,362,377,"{""confidence"": 0.3850009107468129}"
579,ADJACENT_TO,362,378,"{""confidence"": 0.47996934229311305}"
580,ADJACENT_TO,380,362,"{""confidence"": 0.646}"
581,ADJACENT_TO,381,362,"{""confidence"": 0.6080000000000001}"
582,ADJACENT_TO,363,364,"{""confidence"": 0.693231785063752}"
583,ADJACENT_TO,363,369,"{""confidence"": 0.3825572785900656}"
584,ADJACENT_TO,363,370,"{""confidence"": 0.5093360315906805}"
585,ADJACENT_TO,363,379,"{""confidence"": 0.5700621142919283}"
586,ADJACENT_TO,364,365,"{""confidence"": 0.6973415300546444}"
587,ADJACENT_TO,364,370,"{""confidence"": 0.513445776581573}"
588,ADJACENT_TO,364,379,"{""confidence"": 0.5741718592828209}"
589,ADJACENT_TO,380,364,"{""confidence"": 0.5905341663367799}"
590,ADJACENT_TO,381,364,"{""confidence"": 0.4189968624346163}"
591,ADJACENT_TO,365,366,"{""confidence"": 0.7178902550091071}"
592,ADJACENT_TO,365,370,"{""confidence"": 0.49289705162711045}"
593,ADJACENT_TO,365,379,"{""confidence"": 0.5536231343283583}"
594,ADJACENT_TO,380,365,"{""confidence"": 0.646}"
595,ADJACENT_TO,381,365,"{""confidence"": 0.6080000000000001}"
596,ADJACENT_TO,366,370,"{""confidence"": 0.48878730663621794}"
597,ADJACENT_TO,366,371,"{""confidence"": 0.7055610200364297}"
598,ADJACENT_TO,366,379,"{""confidence"": 0.5495133893374659}"
599,ADJACENT_TO,380,366,"{""confidence"": 0.646}"
600,ADJACENT_TO,381,366,"{""confidence"": 0.6080000000000001}"
601,ADJACENT_TO,367,370,"{""confidence"": 0.7041502120544818}"
602,ADJACENT_TO,367,371,"{""confidence"": 0.42198861566484525}"
603,ADJACENT_TO,367,376,"{""confidence"": 0.4723607603505141}"
604,ADJACENT_TO,367,377,"{""confidence"": 0.5460584847142222}"
605,ADJACENT_TO,367,378,"{""confidence"": 0.713669435829272}"
606,ADJACENT_TO,367,379,"{""confidence"": 0.6495887468395727}"
607,ADJACENT_TO,380,367,"{""confidence"": 0.646}"
608,ADJACENT_TO,381,367,"{""confidence"": 0.6080000000000001}"
609,ADJACENT_TO,368,369,"{""confidence"": 0.40721574853542086}"
610,ADJACENT_TO,368,370,"{""confidence"": 0.6211777929140301}"
611,ADJACENT_TO,368,372,"{""confidence"": 0.3588984763451975}"
612,ADJACENT_TO,368,377,"{""confidence"": 0.6586877123024664}"
613,ADJACENT_TO,368,379,"{""confidence"": 0.566616327699121}"
614,ADJACENT_TO,380,368,"{""confidence"": 0.646}"
615,ADJACENT_TO,381,368,"{""confidence"": 0.6080000000000001}"
616,ADJACENT_TO,369,370,"{""confidence"": 0.41957813998240967}"
617,ADJACENT_TO,369,371,"{""confidence"": 0.3069157559198541}"
618,ADJACENT_TO,369,379,"{""confidence"": 0.36501667476750055}"
619,ADJACENT_TO,380,369,"{""confidence"": 0.646}"
620,ADJACENT_TO,381,369,"{""confidence"": 0.6080000000000001}"
621,ADJACENT_TO,370,371,"{""confidence"": 0.44768985672729233}"
622,ADJACENT_TO,370,372,"{""confidence"": 0.4312508767637225}"
623,ADJACENT_TO,370,373,"{""confidence"": 0.5548455424866294}"
624,ADJACENT_TO,370,374,"{""confidence"": 0.34171714660499225}"
625,ADJACENT_TO,370,375,"{""confidence"": 0.7152307505213978}"
626,ADJACENT_TO,370,376,"{""confidence"": 0.3607981054912792}"
627,ADJACENT_TO,370,377,"{""confidence"": 0.6178455672457389}"
628,ADJACENT_TO,370,378,"{""confidence"": 0.7128139987920391}"
629,ADJACENT_TO,370,379,"{""confidence"": 0.5536231343283585}"
630,ADJACENT_TO,380,370,"{""confidence"": 0.646}"
631,ADJACENT_TO,381,370,"{""confidence"": 0.6080000000000001}"
632,ADJACENT_TO,371,372,"{""confidence"": 0.7096707650273223}"
633,ADJACENT_TO,371,379,"{""confidence"": 0.5084159394285401}"
634,ADJACENT_TO,380,371,"{""confidence"": 0.646}"
635,ADJACENT_TO,381,371,"{""confidence"": 0.6080000000000001}"
636,ADJACENT_TO,372,373,"{""confidence"": 0.7111652177512828}"
637,ADJACENT_TO,372,378,"{""confidence"": 0.4023284842219271}"
638,ADJACENT_TO,372,379,"{""confidence"": 0.49197695946497033}"
639,ADJACENT_TO,380,372,"{""confidence"": 0.646}"
640,ADJACENT_TO,381,372,"{""confidence"": 0.6080000000000001}"
641,ADJACENT_TO,373,376,"{""confidence"": 0.713193403590944}"
642,ADJACENT_TO,373,379,"{""confidence"": 0.4060459278372176}"
643,ADJACENT_TO,380,373,"{""confidence"": 0.646}"
644,ADJACENT_TO,381,373,"{""confidence"": 0.6080000000000001}"
645,ADJACENT_TO,374,375,"{""confidence"": 0.6882413804319543}"
646,ADJACENT_TO,374,378,"{""confidence"": 0.45109798703856036}"
647,ADJACENT_TO,374,379,"{""confidence"": 0.40244322930624005}"
648,ADJACENT_TO,380,374,"{""confidence"": 0.646}"
649,ADJACENT_TO,381,374,"{""confidence"": 0.6080000000000001}"
650,ADJACENT_TO,375,376,"{""confidence"": 0.7073223393182408}"
651,ADJACENT_TO,375,379,"{""confidence"": 0.3951043989653604}"
652,ADJACENT_TO,380,375,"{""confidence"": 0.646}"
653,ADJACENT_TO,381,375,"{""confidence"": 0.6080000000000001}"
654,ADJACENT_TO,376,379,"{""confidence"": 0.5457147231252018}"
655,ADJACENT_TO,380,376,"{""confidence"": 0.646}"
656,ADJACENT_TO,381,376,"{""confidence"": 0.6080000000000001}"
657,ADJACENT_TO,377,379,"{""confidence"": 0.5632841020308297}"
658,ADJACENT_TO,380,377,"{""confidence"": 0.646}"
659,ADJACENT_TO,381,377,"{""confidence"": 0.6080000000000001}"
660,ADJACENT_TO,378,379,"{""confidence"": 0.7004648699347742}"
661,ADJACENT_TO,380,378,"{""confidence"": 0.646}"
662,ADJACENT_TO,381,378,"{""confidence"": 0.6080000000000001}"
663,ADJACENT_TO,380,379,"{""confidence"": 0.646}"
664,ADJACENT_TO,381,379,"{""confidence"": 0.6080000000000001}"
665,CONTAINS,380,381,"{""confidence"": 0.6119999999999961}"
666,ADJACENT_TO,385,382,"{""confidence"": 0.646}"
667,ADJACENT_TO,386,382,"{""confidence"": 0.6080000000000001}"
668,ADJACENT_TO,383,384,"{""confidence"": 0.6125698853615524}"
669,ADJACENT_TO,385,383,"{""confidence"": 0.646}"
670,ADJACENT_TO,386,383,"{""confidence"": 0.6080000000000001}"
671,ADJACENT_TO,385,384,"{""confidence"": 0.646}"
672,ADJACENT_TO,386,384,"{""confidence"": 0.6080000000000001}"
673,CONTAINS,385,386,"{""confidence"": 0.6119999999999961}"
674,ADJACENT_TO,389,387,"{""confidence"": 0.646}"
675,ADJACENT_TO,390,387,"{""confidence"": 0.6080000000000001}"
676,ADJACENT_TO,389,388,"{""confidence"": 0.646}"
677,ADJACENT_TO,390,388,"{""confidence"": 0.6020429745357369}"
678,CONTAINS,389,390,"{""confidence"": 0.6119999999999962}"
679,ADJACENT_TO,391,392,"{""confidence"": 0.722}"
680,ADJACENT_TO,394,391,"{""confidence"": 0.646}"
681,ADJACENT_TO,395,391,"{""confidence"": 0.6080000000000001}"
682,ADJACENT_TO,392,393,"{""confidence"": 0.4032599206349206}"
683,ADJACENT_TO,394,392,"{""confidence"": 0.646}"
684,ADJACENT_TO,395,392,"{""confidence"": 0.6080000000000001}"
685,ADJACENT_TO,394,393,"{""confidence"": 0.646}"
686,ADJACENT_TO,395,393,"{""confidence"": 0.6080000000000001}"
687,CONTAINS,394,395,"{""confidence"": 0.6119999999999961}"
688,ADJACENT_TO,400,397,"{""confidence"": 0.646}"
689,ADJACENT_TO,401,397,"{""confidence"": 0.4456420574026713}"
690,ADJACENT_TO,398,399,"{""confidence"": 0.40654816709292435}"
691,ADJACENT_TO,400,398,"{""confidence"": 0.646}"
692,ADJACENT_TO,401,398,"{""confidence"": 0.6080000000000001}"
693,ADJACENT_TO,400,399,"{""confidence"": 0.646}"
694,ADJACENT_TO,401,399,"{""confidence"": 0.6080000000000001}"
695,CONTAINS,400,401,"{""confidence"": 0.6119999999999961}"
696,ADJACENT_TO,402,403,"{""confidence"": 0.6324662698412699}"
697,ADJACENT_TO,402,404,"{""confidence"": 0.6682797619047619}"
698,ADJACENT_TO,405,402,"{""confidence"": 0.646}"
699,ADJACENT_TO,406,402,"{""confidence"": 0.6080000000000001}"
700,ADJACENT_TO,405,403,"{""confidence"": 0.646}"
701,ADJACENT_TO,406,403,"{""confidence"": 0.6080000000000001}"
702,ADJACENT_TO,405,404,"{""confidence"": 0.646}"
703,ADJACENT_TO,406,404,"{""confidence"": 0.6080000000000001}"
704,CONTAINS,405,406,"{""confidence"": 0.6119999999999961}"
705,ADJACENT_TO,409,410,"{""confidence"": 0.45793957046778533}"
706,ADJACENT_TO,409,411,"{""confidence"": 0.45455494162062166}"
707,ADJACENT_TO,412,409,"{""confidence"": 0.646}"
708,ADJACENT_TO,413,409,"{""confidence"": 0.6080000000000001}"
709,ADJACENT_TO,410,411,"{""confidence"": 0.6633330999824988}"
710,CONTAINS,412,413,"{""confidence"": 0.6119999999999651}"
711,ADJACENT_TO,414,416,"{""confidence"": 0.4795961054221922}"
712,ADJACENT_TO,415,416,"{""confidence"": 0.30330236391105947}"
713,ADJACENT_TO,420,415,"{""confidence"": 0.646}"
714,ADJACENT_TO,421,415,"{""confidence"": 0.6080000000000001}"
715,ADJACENT_TO,416,417,"{""confidence"": 0.5567246173333129}"
716,ADJACENT_TO,416,418,"{""confidence"": 0.7216651512932735}"
717,ADJACENT_TO,420,416,"{""confidence"": 0.646}"
718,ADJACENT_TO,421,416,"{""confidence"": 0.6080000000000001}"
719,ADJACENT_TO,417,418,"{""confidence"": 0.6331330287000965}"
720,ADJACENT_TO,417,419,"{""confidence"": 0.5842705144444275}"
721,ADJACENT_TO,420,417,"{""confidence"": 0.646}"
722,ADJACENT_TO,421,417,"{""confidence"": 0.6080000000000001}"
723,ADJACENT_TO,420,418,"{""confidence"": 0.646}"
724,ADJACENT_TO,421,418,"{""confidence"": 0.6080000000000001}"
725,ADJACENT_TO,420,419,"{""confidence"": 0.33893388082749787}"
726,CONTAINS,420,421,"{""confidence"": 0.6119999999999779}"
727,ADJACENT_TO,422,423,"{""confidence"": 0.4132917478265004}"
728,ADJACENT_TO,424,422,"{""confidence"": 0.646}"
729,ADJACENT_TO,425,422,"{""confidence"": 0.6080000000000001}"
730,ADJACENT_TO,424,423,"{""confidence"": 0.646}"
731,ADJACENT_TO,425,423,"{""confidence"": 0.6080000000000001}"
732,CONTAINS,424,425,"{""confidence"": 0.611999999999825}"
733,ADJACENT_TO,426,427,"{""confidence"": 0.7108628370457204}"
734,ADJACENT_TO,428,426,"{""confidence"": 0.646}"
735,ADJACENT_TO,429,426,"{""confidence"": 0.6080000000000001}"
736,ADJACENT_TO,428,427,"{""confidence"": 0.646}"
737,ADJACENT_TO,429,427,"{""confidence"": 0.6080000000000001}"
738,CONTAINS,428,429,"{""confidence"": 0.611999999999979}"
739,ADJACENT_TO,430,431,"{""confidence"": 0.6945115740740736}"
740,ADJACENT_TO,433,430,"{""confidence"": 0.646}"
741,ADJACENT_TO,434,430,"{""confidence"": 0.6080000000000001}"
742,ADJACENT_TO,433,431,"{""confidence"": 0.646}"
743,ADJACENT_TO,434,431,"{""confidence"": 0.6080000000000001}"
744,ADJACENT_TO,433,432,"{""confidence"": 0.5578387345679011}"
745,ADJACENT_TO,434,432,"{""confidence"": 0.38822469135802457}"
746,CONTAINS,433,434,"{""confidence"": 0.6119999999999949}"
747,CONTAINS,437,438,"{""confidence"": 0.6119999999999776}"
748,ADJACENT_TO,440,446,"{""confidence"": 0.700156790076769}"
749,ADJACENT_TO,441,442,"{""confidence"": 0.6729964830011719}"
750,ADJACENT_TO,441,443,"{""confidence"": 0.6157299096169119}"
751,ADJACENT_TO,441,446,"{""confidence"": 0.7068390878493364}"
752,ADJACENT_TO,447,441,"{""confidence"": 0.646}"
753,ADJACENT_TO,448,441,"{""confidence"": 0.6080000000000001}"
754,ADJACENT_TO,442,444,"{""confidence"": 0.5710375524713531}"
755,ADJACENT_TO,442,445,"{""confidence"": 0.530081533865295}"
756,ADJACENT_TO,442,446,"{""confidence"": 0.6934744923042018}"
757,ADJACENT_TO,447,442,"{""confidence"": 0.646}"
758,ADJACENT_TO,448,442,"{""confidence"": 0.6080000000000001}"
759,ADJACENT_TO,443,446,"{""confidence"": 0.6919655863555572}"
760,ADJACENT_TO,447,443,"{""confidence"": 0.646}"
761,ADJACENT_TO,448,443,"{""confidence"": 0.6080000000000001}"
762,ADJACENT_TO,444,446,"{""confidence"": 0.4953766970464774}"
763,ADJACENT_TO,447,444,"{""confidence"": 0.646}"
764,ADJACENT_TO,448,444,"{""confidence"": 0.6080000000000001}"
765,ADJACENT_TO,445,446,"{""confidence"": 0.6865047838747494}"
766,ADJACENT_TO,447,445,"{""confidence"": 0.646}"
767,ADJACENT_TO,448,445,"{""confidence"": 0.6080000000000001}"
768,CONTAINS,447,448,"{""confidence"": 0.6119999999999776}"
769,ADJACENT_TO,449,450,"{""confidence"": 0.4826196560886946}"
770,ADJACENT_TO,451,449,"{""confidence"": 0.646}"
771,ADJACENT_TO,452,449,"{""confidence"": 0.6080000000000001}"
772,ADJACENT_TO,451,450,"{""confidence"": 0.646}"
773,ADJACENT_TO,452,450,"{""confidence"": 0.6080000000000001}"
774,CONTAINS,451,452,"{""confidence"": 0.6119999999999874}"
775,ADJACENT_TO,460,456,"{""confidence"": 0.3329200497879668}"
776,ADJACENT_TO,457,459,"{""confidence"": 0.5391305342075171}"
777,ADJACENT_TO,460,457,"{""confidence"": 0.646}"
778,ADJACENT_TO,461,457,"{""confidence"": 0.6080000000000001}"
779,ADJACENT_TO,460,458,"{""confidence"": 0.3983680691242241}"
780,ADJACENT_TO,460,459,"{""confidence"": 0.646}"
781,ADJACENT_TO,461,459,"{""confidence"": 0.6080000000000001}"
782,CONTAINS,460,461,"{""confidence"": 0.6119999999999776}"
783,ADJACENT_TO,462,463,"{""confidence"": 0.6885885111371627}"
784,ADJACENT_TO,462,464,"{""confidence"": 0.5883540445486519}"
785,ADJACENT_TO,465,462,"{""confidence"": 0.646}"
786,ADJACENT_TO,466,462,"{""confidence"": 0.5210160218835483}"
787,ADJACENT_TO,465,463,"{""confidence"": 0.646}"
788,ADJACENT_TO,466,463,"{""confidence"": 0.6080000000000001}"
789,ADJACENT_TO,465,464,"{""confidence"": 0.646}"
790,ADJACENT_TO,466,464,"{""confidence"": 0.5710355607659232}"
791,CONTAINS,465,466,"{""confidence"": 0.611999999999979}"
792,ADJACENT_TO,469,467,"{""confidence"": 0.646}"
793,ADJACENT_TO,470,467,"{""confidence"": 0.6080000000000001}"
794,ADJACENT_TO,469,468,"{""confidence"": 0.646}"
795,ADJACENT_TO,470,468,"{""confidence"": 0.6080000000000001}"
796,CONTAINS,469,470,"{""confidence"": 0.6119999999999776}"
797,ADJACENT_TO,471,473,"{""confidence"": 0.5685136054421771}"
798,ADJACENT_TO,475,471,"{""confidence"": 0.5864560303287984}"
799,ADJACENT_TO,476,471,"{""confidence"": 0.36955861678004553}"
800,ADJACENT_TO,472,474,"{""confidence"": 0.7006824452003023}"
801,ADJACENT_TO,475,472,"{""confidence"": 0.646}"
802,ADJACENT_TO,476,472,"{""confidence"": 0.6080000000000001}"
803,ADJACENT_TO,473,474,"{""confidence"": 0.41502721088435396}"
804,CONTAINS,475,476,"{""confidence"": 0.6119999999999961}"
805,ADJACENT_TO,483,484,"{""confidence"": 0.48107287157287154}"
806,ADJACENT_TO,483,490,"{""confidence"": 0.5136305916305913}"
807,ADJACENT_TO,491,483,"{""confidence"": 0.646}"
808,ADJACENT_TO,492,483,"{""confidence"": 0.6080000000000001}"
809,ADJACENT_TO,484,485,"{""confidence"": 0.4875844155844154}"
810,ADJACENT_TO,491,484,"{""confidence"": 0.646}"
811,ADJACENT_TO,492,484,"{""confidence"": 0.6080000000000001}"
812,ADJACENT_TO,485,486,"{""confidence"": 0.6275826118326122}"
813,ADJACENT_TO,491,485,"{""confidence"": 0.646}"
814,ADJACENT_TO,492,485,"{""confidence"": 0.6080000000000001}"
815,ADJACENT_TO,486,487,"{""confidence"": 0.4940959595959592}"
